s,type,label
http://purl.obolibrary.org/obo/EUPATH_0000448,http://www.w3.org/2002/07/owl#Class,visited taluk name
http://purl.obolibrary.org/obo/EUPATH_0000449,http://www.w3.org/2002/07/owl#Class,visited village name
http://purl.obolibrary.org/obo/EUPATH_0000450,http://www.w3.org/2002/07/owl#Class,traveled information in last 14 days
http://purl.obolibrary.org/obo/EUPATH_0000451,http://www.w3.org/2002/07/owl#Class,healthcare information
http://purl.obolibrary.org/obo/EUPATH_0000452,http://www.w3.org/2002/07/owl#Class,village name
http://purl.obolibrary.org/obo/EUPATH_0000453,http://www.w3.org/2002/07/owl#Class,location zone number
http://purl.obolibrary.org/obo/EUPATH_0000454,http://www.w3.org/2002/07/owl#Class,obsolete_average mapping coverage
http://purl.obolibrary.org/obo/EUPATH_0000455,http://www.w3.org/2002/07/owl#Class,proportion mapped reads
http://purl.obolibrary.org/obo/EUPATH_0000456,http://www.w3.org/2002/07/owl#Class,obsolete_number mapped reads
http://purl.obolibrary.org/obo/EUPATH_0000457,http://www.w3.org/2002/07/owl#Class,obsolete_average read length
http://purl.obolibrary.org/obo/EUPATH_0000458,http://www.w3.org/2002/07/owl#Class,obsolete_unstranded unique average mapping coverage
http://purl.obolibrary.org/obo/EUPATH_0000459,http://www.w3.org/2002/07/owl#Class,obsolete_unstranded unique proportion mapped reads
http://purl.obolibrary.org/obo/EUPATH_0000460,http://www.w3.org/2002/07/owl#Class,obsolete_unstranded unique number mapped reads
http://purl.obolibrary.org/obo/EUPATH_0000461,http://www.w3.org/2002/07/owl#Class,obsolete_unstranded unique average read length
http://purl.obolibrary.org/obo/EUPATH_0000462,http://www.w3.org/2002/07/owl#Class,obsolete_unstranded non unique average mapping coverage
http://purl.obolibrary.org/obo/EUPATH_0000463,http://www.w3.org/2002/07/owl#Class,obsolete_unstranded non unique proportion mapped reads
http://purl.obolibrary.org/obo/EUPATH_0000464,http://www.w3.org/2002/07/owl#Class,obsolete_unstranded non unique number mapped reads
http://purl.obolibrary.org/obo/EUPATH_0000465,http://www.w3.org/2002/07/owl#Class,obsolete_unstranded non unique average read length
http://purl.obolibrary.org/obo/EUPATH_0000466,http://www.w3.org/2002/07/owl#Class,obsolete_first strand unique average mapping coverage
http://purl.obolibrary.org/obo/EUPATH_0000467,http://www.w3.org/2002/07/owl#Class,obsolete_first strand unique proportion mapped reads
http://purl.obolibrary.org/obo/EUPATH_0000468,http://www.w3.org/2002/07/owl#Class,obsolete_first strand unique number mapped reads
http://purl.obolibrary.org/obo/EUPATH_0000469,http://www.w3.org/2002/07/owl#Class,obsolete_first strand unique average read length
http://purl.obolibrary.org/obo/EUPATH_0000470,http://www.w3.org/2002/07/owl#Class,obsolete_first strand non unique unstranded unique average mapping coverage
http://purl.obolibrary.org/obo/EUPATH_0000471,http://www.w3.org/2002/07/owl#Class,obsolete_first strand non unique unstranded unique proportion mapped reads
http://purl.obolibrary.org/obo/EUPATH_0000472,http://www.w3.org/2002/07/owl#Class,obsolete_first strand non unique unstranded unique number mapped reads
http://purl.obolibrary.org/obo/EUPATH_0000473,http://www.w3.org/2002/07/owl#Class,obsolete_first strand non unique unstranded unique average read length
http://purl.obolibrary.org/obo/EUPATH_0000474,http://www.w3.org/2002/07/owl#Class,obsolete_second strand unique unstranded non unique average mapping coverage
http://purl.obolibrary.org/obo/EUPATH_0000475,http://www.w3.org/2002/07/owl#Class,obsolete_second strand unique unstranded non unique proportion mapped reads
http://purl.obolibrary.org/obo/EUPATH_0000476,http://www.w3.org/2002/07/owl#Class,obsolete_second strand unique unstranded non unique number mapped reads
http://purl.obolibrary.org/obo/EUPATH_0000477,http://www.w3.org/2002/07/owl#Class,obsolete_second strand unique unstranded non unique average read length
http://purl.obolibrary.org/obo/EUPATH_0000478,http://www.w3.org/2002/07/owl#Class,obsolete_second strand non unique first strand unique average mapping coverage
http://purl.obolibrary.org/obo/EUPATH_0000479,http://www.w3.org/2002/07/owl#Class,obsolete_second strand non unique first strand unique proportion mapped reads
http://purl.obolibrary.org/obo/EUPATH_0000480,http://www.w3.org/2002/07/owl#Class,obsolete_second strand non unique first strand unique number mapped reads
http://purl.obolibrary.org/obo/EUPATH_0000481,http://www.w3.org/2002/07/owl#Class,obsolete_second strand non unique first strand unique average read length
http://purl.obolibrary.org/obo/EUPATH_0000482,http://www.w3.org/2002/07/owl#Class,obsolete_Candida albicans strain 12C
http://purl.obolibrary.org/obo/EUPATH_0000483,http://www.w3.org/2002/07/owl#Class,obsolete_Candida albicans strain L26
http://purl.obolibrary.org/obo/EUPATH_0000484,http://www.w3.org/2002/07/owl#Class,diagnosis of asymptomatic parasitemia
http://purl.obolibrary.org/obo/EUPATH_0000485,http://www.w3.org/2002/07/owl#Class,diagnosis of submicroscopic parasitemia
http://purl.obolibrary.org/obo/EUPATH_0000486,http://www.w3.org/2002/07/owl#Class,number of clinical visits resulting in an asymptomatic parasitemia diagnosis
http://purl.obolibrary.org/obo/EUPATH_0000487,http://www.w3.org/2002/07/owl#Class,presence of submicrosopic parasites by loop-mediated isothermal amplification assay
http://purl.obolibrary.org/obo/EUPATH_0000488,http://www.w3.org/2002/07/owl#Class,information of blood smear not performed
http://purl.obolibrary.org/obo/EUPATH_0000489,http://www.w3.org/2002/07/owl#Class,negative blood smear and negative LAMP
http://purl.obolibrary.org/obo/EUPATH_0000490,http://www.w3.org/2002/07/owl#Class,information of negative blood smear and LAMP not done
http://purl.obolibrary.org/obo/EUPATH_0000491,http://www.w3.org/2002/07/owl#Class,average number of clinical visits with asymptomatic parasitemia diagnosis per year
http://purl.obolibrary.org/obo/EUPATH_0000492,http://www.w3.org/2002/07/owl#Class,number of courses of antibiotics given
http://purl.obolibrary.org/obo/EUPATH_0000493,http://www.w3.org/2002/07/owl#Class,family identifier
http://purl.obolibrary.org/obo/EUPATH_0000494,http://www.w3.org/2002/07/owl#Class,dwelling identifier
http://purl.obolibrary.org/obo/EUPATH_0000495,http://www.w3.org/2002/07/owl#Class,information of hive treated with tetracyline
http://purl.obolibrary.org/obo/EUPATH_0000496,http://www.w3.org/2002/07/owl#Class,information of specimen from mother or child
http://purl.obolibrary.org/obo/EUPATH_0000497,http://www.w3.org/2002/07/owl#Class,number of courses of antibiotics received by mom prior to delivery
http://purl.obolibrary.org/obo/EUPATH_0000498,http://www.w3.org/2002/07/owl#Class,obsolete_16S rRNA gene region for sequencing
http://purl.obolibrary.org/obo/EUPATH_0000499,http://www.w3.org/2002/07/owl#Class,lab host
http://purl.obolibrary.org/obo/EUPATH_0000500,http://www.w3.org/2002/07/owl#Class,obsolete_bronchial wash specimen
http://purl.obolibrary.org/obo/EUPATH_0000501,http://www.w3.org/2002/07/owl#Class,obsolete_bronchoalveolar lavage fluid specimen
http://purl.obolibrary.org/obo/EUPATH_0000502,http://www.w3.org/2002/07/owl#Class,obsolete_lung aspirate specimen
http://purl.obolibrary.org/obo/EUPATH_0000503,http://www.w3.org/2002/07/owl#Class,obsolete_lung lesion specimen
http://purl.obolibrary.org/obo/EUPATH_0000504,http://www.w3.org/2002/07/owl#Class,obsolete_lung mold bronch specimen
http://purl.obolibrary.org/obo/EUPATH_0000505,http://www.w3.org/2002/07/owl#Class,obsolete_lung nodule specimen
http://purl.obolibrary.org/obo/EUPATH_0000506,http://www.w3.org/2002/07/owl#Class,obsolete_TGH specimen
http://purl.obolibrary.org/obo/EUPATH_0000507,http://www.w3.org/2002/07/owl#Class,obsolete_TGH mold iso specimen
http://purl.obolibrary.org/obo/EUPATH_0000508,http://www.w3.org/2002/07/owl#Class,obsolete_number of contigs
http://purl.obolibrary.org/obo/EUPATH_0000509,http://www.w3.org/2002/07/owl#Class,obsolete_number of genes called
http://purl.obolibrary.org/obo/EUPATH_0000510,http://www.w3.org/2002/07/owl#Class,obsolete_number of bases
http://purl.obolibrary.org/obo/EUPATH_0000511,http://www.w3.org/2002/07/owl#Class,obsolete_lesion on arm specimen
http://purl.obolibrary.org/obo/EUPATH_0000512,http://www.w3.org/2002/07/owl#Class,common name of organism
http://purl.obolibrary.org/obo/EUPATH_0000513,http://www.w3.org/2002/07/owl#Class,information on availability of molecular data
http://purl.obolibrary.org/obo/EUPATH_0000514,http://www.w3.org/2002/07/owl#Class,information on original or follow up specimen collection
http://purl.obolibrary.org/obo/EUPATH_0000515,http://www.w3.org/2002/07/owl#Class,information on informed consent for data collection and usage
http://purl.obolibrary.org/obo/EUPATH_0000516,http://www.w3.org/2002/07/owl#Class,obsolete_electrolyte disturbances
http://purl.obolibrary.org/obo/EUPATH_0000517,http://www.w3.org/2002/07/owl#Class,obsolete_Candida albicans strain P37005
http://purl.obolibrary.org/obo/EUPATH_0000518,http://www.w3.org/2002/07/owl#Class,presence of Plasmodium falciparum
http://purl.obolibrary.org/obo/EUPATH_0000519,http://www.w3.org/2002/07/owl#Class,presence of gametocyte
http://purl.obolibrary.org/obo/EUPATH_0000520,http://www.w3.org/2002/07/owl#Class,presence of Plasmodium knowlesi
http://purl.obolibrary.org/obo/EUPATH_0000521,http://www.w3.org/2002/07/owl#Class,presence of Plasmodium malariae
http://purl.obolibrary.org/obo/EUPATH_0000522,http://www.w3.org/2002/07/owl#Class,presence of Plasmodium ovale
http://purl.obolibrary.org/obo/EUPATH_0000523,http://www.w3.org/2002/07/owl#Class,presence of parasite
http://purl.obolibrary.org/obo/EUPATH_0000524,http://www.w3.org/2002/07/owl#Class,presence of Plasmodium vivax
http://purl.obolibrary.org/obo/EUPATH_0000525,http://www.w3.org/2002/07/owl#Class,days of follow up specimen collection
http://purl.obolibrary.org/obo/EUPATH_0000526,http://www.w3.org/2002/07/owl#Class,gametocyte density by microscope
http://purl.obolibrary.org/obo/EUPATH_0000527,http://www.w3.org/2002/07/owl#Class,gametocyte density by RT-PCR
http://purl.obolibrary.org/obo/EUPATH_0000528,http://www.w3.org/2002/07/owl#Class,gametocyte detection assay
http://purl.obolibrary.org/obo/EUPATH_0000529,http://www.w3.org/2002/07/owl#Class,gametocyte detection protocol
http://purl.obolibrary.org/obo/EUPATH_0000530,http://www.w3.org/2002/07/owl#Class,location where GPS coordinates were taken
http://purl.obolibrary.org/obo/EUPATH_0000531,http://www.w3.org/2002/07/owl#Class,information on availabilty of host genetics data
http://purl.obolibrary.org/obo/EUPATH_0000532,http://www.w3.org/2002/07/owl#Class,information on availability of immune response data
http://purl.obolibrary.org/obo/EUPATH_0000533,http://www.w3.org/2002/07/owl#Class,information on availability of parasite genetics data
http://purl.obolibrary.org/obo/EUPATH_0000534,http://www.w3.org/2002/07/owl#Class,information on availability of other molecular data
http://purl.obolibrary.org/obo/EUPATH_0000535,http://www.w3.org/2002/07/owl#Class,IRB number
http://purl.obolibrary.org/obo/EUPATH_0000536,http://www.w3.org/2002/07/owl#Class,parasite density by PCR
http://purl.obolibrary.org/obo/EUPATH_0000537,http://www.w3.org/2002/07/owl#Class,parasite density by microscope
http://purl.obolibrary.org/obo/EUPATH_0000538,http://www.w3.org/2002/07/owl#Class,parasite detection assay
http://purl.obolibrary.org/obo/EUPATH_0000539,http://www.w3.org/2002/07/owl#Class,parasite detection by PCR assay
http://purl.obolibrary.org/obo/EUPATH_0000540,http://www.w3.org/2002/07/owl#Class,presence of asexual parasite by PCR
http://purl.obolibrary.org/obo/EUPATH_0000541,http://www.w3.org/2002/07/owl#Class,rapid diagnosis test result as positive or negative
http://purl.obolibrary.org/obo/EUPATH_0000542,http://www.w3.org/2002/07/owl#Class,location of specimen collection
http://purl.obolibrary.org/obo/EUPATH_0000543,http://www.w3.org/2002/07/owl#Class,ICEMR organization
http://purl.obolibrary.org/obo/EUPATH_0000544,http://www.w3.org/2002/07/owl#Class,organismal body temperature measurement assay
http://purl.obolibrary.org/obo/EUPATH_0000545,http://www.w3.org/2002/07/owl#Class,malaria rapid diagnosis test
http://purl.obolibrary.org/obo/EUPATH_0000546,http://www.w3.org/2002/07/owl#Class,Plasmodium falciparum gametocyte density by microscope
http://purl.obolibrary.org/obo/EUPATH_0000547,http://www.w3.org/2002/07/owl#Class,Plasmodium vivax gametocyte density by microscope
http://purl.obolibrary.org/obo/EUPATH_0000548,http://www.w3.org/2002/07/owl#Class,Plasmodium vivax gametocyte density by RT-PCR
http://purl.obolibrary.org/obo/EUPATH_0000549,http://www.w3.org/2002/07/owl#Class,Plasmodium vivax parasite density by PCR
http://purl.obolibrary.org/obo/EUPATH_0000550,http://www.w3.org/2002/07/owl#Class,Plasmodium falciparum parasite density by microscope
http://purl.obolibrary.org/obo/EUPATH_0000551,http://www.w3.org/2002/07/owl#Class,Plasmodium vivax parasite density by microscope
http://purl.obolibrary.org/obo/EUPATH_0000552,http://www.w3.org/2002/07/owl#Class,Plasmodium falciparum parasite density by PCR
http://purl.obolibrary.org/obo/EUPATH_0000553,http://www.w3.org/2002/07/owl#Class,information on informed consent for future use of specimen
http://purl.obolibrary.org/obo/EUPATH_0000554,http://www.w3.org/2002/07/owl#Class,obsolete_Candida albicans strain 19F
http://purl.obolibrary.org/obo/EUPATH_0000555,http://www.w3.org/2002/07/owl#Class,obsolete_Candida albicans strain P78048
http://purl.obolibrary.org/obo/EUPATH_0000556,http://www.w3.org/2002/07/owl#Class,obsolete_Candida albicans strain P37037
http://purl.obolibrary.org/obo/EUPATH_0000557,http://www.w3.org/2002/07/owl#Class,obsolete_Candida albicans strain P37039
http://purl.obolibrary.org/obo/EUPATH_0000558,http://www.w3.org/2002/07/owl#Class,obsolete_Candida albicans strain SC5314
http://purl.obolibrary.org/obo/EUPATH_0000559,http://www.w3.org/2002/07/owl#Class,obsolete_Candida albicans strain P57072
http://purl.obolibrary.org/obo/EUPATH_0000560,http://www.w3.org/2002/07/owl#Class,obsolete_Candida albicans strain P76055
http://purl.obolibrary.org/obo/EUPATH_0000561,http://www.w3.org/2002/07/owl#Class,obsolete_Candida albicans strain P76067
http://purl.obolibrary.org/obo/EUPATH_0000562,http://www.w3.org/2002/07/owl#Class,obsolete_Candida albicans strain P57055
http://purl.obolibrary.org/obo/EUPATH_0000563,http://www.w3.org/2002/07/owl#Class,obsolete_Candida albicans strain P78042
http://purl.obolibrary.org/obo/EUPATH_0000564,http://www.w3.org/2002/07/owl#Class,obsolete_Candida albicans strain P34048
http://purl.obolibrary.org/obo/EUPATH_0000565,http://www.w3.org/2002/07/owl#Class,obsolete_Candida albicans strain P87
http://purl.obolibrary.org/obo/EUPATH_0000566,http://www.w3.org/2002/07/owl#Class,obsolete_Candida albicans strain GC75
http://purl.obolibrary.org/obo/EUPATH_0000567,http://www.w3.org/2002/07/owl#Class,obsolete_Candida albicans strain P75016
http://purl.obolibrary.org/obo/EUPATH_0000568,http://www.w3.org/2002/07/owl#Class,obsolete_Candida albicans strain P75063
http://purl.obolibrary.org/obo/EUPATH_0000569,http://www.w3.org/2002/07/owl#Class,obsolete_Candida albicans strain P94015
http://purl.obolibrary.org/obo/EUPATH_0000570,http://www.w3.org/2002/07/owl#Class,obsolete_Candida albicans strain P60002
http://purl.obolibrary.org/obo/EUPATH_0000571,http://www.w3.org/2002/07/owl#Class,obsolete_Candida albicans strain P75010
http://purl.obolibrary.org/obo/EUPATH_0000572,http://www.w3.org/2002/07/owl#Class,parasite organism genotype information
http://purl.obolibrary.org/obo/EUPATH_0000573,http://www.w3.org/2002/07/owl#Class,obsolete_genetic clade of organism
http://purl.obolibrary.org/obo/EUPATH_0000574,http://www.w3.org/2002/07/owl#Class,NLST Clade of organism
http://purl.obolibrary.org/obo/EUPATH_0000575,http://www.w3.org/2002/07/owl#Class,virulence score (LDt50)
http://purl.obolibrary.org/obo/EUPATH_0000576,http://www.w3.org/2002/07/owl#Class,virulence score (slope)
http://purl.obolibrary.org/obo/EUPATH_0000577,http://www.w3.org/2002/07/owl#Class,BEI repository identifier
http://purl.obolibrary.org/obo/EUPATH_0000578,http://www.w3.org/2002/07/owl#Class,vertical distance below a surface measurement datum
http://purl.obolibrary.org/obo/EUPATH_0000579,http://www.w3.org/2002/07/owl#Class,age since birth in days
http://purl.obolibrary.org/obo/EUPATH_0000580,http://www.w3.org/2002/07/owl#Class,information of whether child exposed to antibiotics
http://purl.obolibrary.org/obo/EUPATH_0000581,http://www.w3.org/2002/07/owl#Class,mode of baby delivery
http://purl.obolibrary.org/obo/EUPATH_0000582,http://www.w3.org/2002/07/owl#Class,antibiotics
http://purl.obolibrary.org/obo/EUPATH_0000583,http://www.w3.org/2002/07/owl#Class,information of whether bee colony treated with tetracycline
http://purl.obolibrary.org/obo/EUPATH_0000584,http://www.w3.org/2002/07/owl#Class,child's diet
http://purl.obolibrary.org/obo/EUPATH_0000585,http://www.w3.org/2002/07/owl#Class,child's diet by month
http://purl.obolibrary.org/obo/EUPATH_0000586,http://www.w3.org/2002/07/owl#Class,drug usage information
http://purl.obolibrary.org/obo/EUPATH_0000587,http://www.w3.org/2002/07/owl#Class,environment information
http://purl.obolibrary.org/obo/EUPATH_0000588,http://www.w3.org/2002/07/owl#Class,information of whether a family move
http://purl.obolibrary.org/obo/EUPATH_0000589,http://www.w3.org/2002/07/owl#Class,host information
http://purl.obolibrary.org/obo/EUPATH_0000590,http://www.w3.org/2002/07/owl#Class,host's diet
http://purl.obolibrary.org/obo/EUPATH_0000591,http://www.w3.org/2002/07/owl#Class,host organism
http://purl.obolibrary.org/obo/EUPATH_0000592,http://www.w3.org/2002/07/owl#Class,information of whether bee larvae treated with tetracycline
http://purl.obolibrary.org/obo/EUPATH_0000593,http://www.w3.org/2002/07/owl#Class,host mass measurement datum at specimen collection
http://purl.obolibrary.org/obo/EUPATH_0000594,http://www.w3.org/2002/07/owl#Class,obsolete_information of specimen obtained from the mother or chid
http://purl.obolibrary.org/obo/EUPATH_0000595,http://www.w3.org/2002/07/owl#Class,number of child occupants in a dwelling
http://purl.obolibrary.org/obo/EUPATH_0000596,http://www.w3.org/2002/07/owl#Class,human waste disposal
http://purl.obolibrary.org/obo/EUPATH_0000597,http://www.w3.org/2002/07/owl#Class,percent adult occupants in a dwelling
http://purl.obolibrary.org/obo/EUPATH_0000598,http://www.w3.org/2002/07/owl#Class,percent male occupants in a dwelling
http://purl.obolibrary.org/obo/EUPATH_0000599,http://www.w3.org/2002/07/owl#Class,information of whether antibiotics given to mom
http://purl.obolibrary.org/obo/EUPATH_0000600,http://www.w3.org/2002/07/owl#Class,information of class of antibiotics given to mom
http://purl.obolibrary.org/obo/EUPATH_0000601,http://www.w3.org/2002/07/owl#Class,information of trimester antibiotics given to mom
http://purl.obolibrary.org/obo/EUPATH_0000602,http://www.w3.org/2002/07/owl#Class,environmental pets or farm animals information
http://purl.obolibrary.org/obo/EUPATH_0000603,http://www.w3.org/2002/07/owl#Class,sequencing protocol
http://purl.obolibrary.org/obo/EUPATH_0000604,http://www.w3.org/2002/07/owl#Class,sequencing batch information
http://purl.obolibrary.org/obo/EUPATH_0000605,http://www.w3.org/2002/07/owl#Class,summary information of investigation
http://purl.obolibrary.org/obo/EUPATH_0000606,http://www.w3.org/2002/07/owl#Class,participant identifier
http://purl.obolibrary.org/obo/EUPATH_0000607,http://www.w3.org/2002/07/owl#Class,information of weight loss in last three months
http://purl.obolibrary.org/obo/EUPATH_0000608,http://www.w3.org/2002/07/owl#Class,specimen collection protocol
http://purl.obolibrary.org/obo/EUPATH_0000609,http://www.w3.org/2002/07/owl#Class,specimen information
http://purl.obolibrary.org/obo/EUPATH_0000610,http://www.w3.org/2002/07/owl#Class,skin symptom or sign information
http://purl.obolibrary.org/obo/EUPATH_0000611,http://www.w3.org/2002/07/owl#Class,specimen source information
http://purl.obolibrary.org/obo/EUPATH_0000612,http://www.w3.org/2002/07/owl#Class,information specifying human or animal
http://purl.obolibrary.org/obo/EUPATH_0000613,http://www.w3.org/2002/07/owl#Class,specimen collection time post infection
http://purl.obolibrary.org/obo/EUPATH_0000614,http://www.w3.org/2002/07/owl#Class,ear thickness
http://purl.obolibrary.org/obo/EUPATH_0000615,http://www.w3.org/2002/07/owl#Class,transepidermal water loss
http://purl.obolibrary.org/obo/EUPATH_0000616,http://www.w3.org/2002/07/owl#Class,obsolete_site of ear swabbed
http://purl.obolibrary.org/obo/EUPATH_0000617,http://www.w3.org/2002/07/owl#Class,skin type swabbed
http://purl.obolibrary.org/obo/EUPATH_0000618,http://www.w3.org/2002/07/owl#Class,skin pathology score
http://purl.obolibrary.org/obo/EUPATH_0000619,http://www.w3.org/2002/07/owl#Class,number of treatments
http://purl.obolibrary.org/obo/EUPATH_0000620,http://www.w3.org/2002/07/owl#Class,degree of skin thickening
http://purl.obolibrary.org/obo/EUPATH_0000621,http://www.w3.org/2002/07/owl#Class,lesion size
http://purl.obolibrary.org/obo/EUPATH_0000622,http://www.w3.org/2002/07/owl#Class,axillary lesion score before treatment
http://purl.obolibrary.org/obo/EUPATH_0000623,http://www.w3.org/2002/07/owl#Class,axillary lesion score during treatment
http://purl.obolibrary.org/obo/EUPATH_0000624,http://www.w3.org/2002/07/owl#Class,axillary lesion score after treatment
http://purl.obolibrary.org/obo/EUPATH_0000625,http://www.w3.org/2002/07/owl#Class,groin lesion score before treatment
http://purl.obolibrary.org/obo/EUPATH_0000626,http://www.w3.org/2002/07/owl#Class,groin lesion score during treatment
http://purl.obolibrary.org/obo/EUPATH_0000627,http://www.w3.org/2002/07/owl#Class,groin lesion score after treatment
http://purl.obolibrary.org/obo/EUPATH_0000628,http://www.w3.org/2002/07/owl#Class,pinna lesion score before treatment
http://purl.obolibrary.org/obo/EUPATH_0000629,http://www.w3.org/2002/07/owl#Class,pinna lesion score during treatment
http://purl.obolibrary.org/obo/EUPATH_0000630,http://www.w3.org/2002/07/owl#Class,pinna lesion score after treatment
http://purl.obolibrary.org/obo/EUPATH_0000631,http://www.w3.org/2002/07/owl#Class,information of whether skin lesion cured after treatment
http://purl.obolibrary.org/obo/EUPATH_0000632,http://www.w3.org/2002/07/owl#Class,skin lesion duration
http://purl.obolibrary.org/obo/EUPATH_0000633,http://www.w3.org/2002/07/owl#Class,degree of skin redness
http://purl.obolibrary.org/obo/EUPATH_0000634,http://www.w3.org/2002/07/owl#Class,degree of skin inflammation
http://purl.obolibrary.org/obo/EUPATH_0000635,http://www.w3.org/2002/07/owl#Class,corneometry
http://purl.obolibrary.org/obo/EUPATH_0000636,http://www.w3.org/2002/07/owl#Class,degree of hairloss
http://purl.obolibrary.org/obo/EUPATH_0000637,http://www.w3.org/2002/07/owl#Class,information of affected by atopic dermatitis
http://purl.obolibrary.org/obo/EUPATH_0000638,http://www.w3.org/2002/07/owl#Class,diagnosis at hospitalization
http://purl.obolibrary.org/obo/EUPATH_0000639,http://www.w3.org/2002/07/owl#Class,study group
http://purl.obolibrary.org/obo/EUPATH_0000640,http://www.w3.org/2002/07/owl#Class,animal cage number for experiment
http://purl.obolibrary.org/obo/EUPATH_0000641,http://www.w3.org/2002/07/owl#Class,mouse cage number
http://purl.obolibrary.org/obo/EUPATH_0000722,http://www.w3.org/2002/07/owl#Class,human child waste disposal
http://purl.obolibrary.org/obo/EUPATH_0000724,http://www.w3.org/2002/07/owl#Class,stool test for microorganisms
http://purl.obolibrary.org/obo/EUPATH_0000736,http://www.w3.org/2002/07/owl#Class,propagation
http://purl.obolibrary.org/obo/EUPATH_0000737,http://www.w3.org/2002/07/owl#Class,cluster of differentiation 36 genotype
http://purl.obolibrary.org/obo/EUPATH_0000738,http://www.w3.org/2002/07/owl#Class,information of process
http://purl.obolibrary.org/obo/EUPATH_0000739,http://www.w3.org/2002/07/owl#Class,environmental history
http://purl.obolibrary.org/obo/EUPATH_0000740,http://www.w3.org/2002/07/owl#Class,malaria treatment
http://purl.obolibrary.org/obo/EUPATH_0000745,http://www.w3.org/2002/07/owl#Class,time to onset
http://purl.obolibrary.org/obo/EUPATH_0000747,http://www.w3.org/2002/07/owl#Class,DNA extraction date
http://purl.obolibrary.org/obo/EUPATH_0000748,http://www.w3.org/2002/07/owl#Class,iPCR datum
http://purl.obolibrary.org/obo/EUPATH_0000749,http://www.w3.org/2002/07/owl#Class,end of observation period
http://purl.obolibrary.org/obo/EUPATH_0000750,http://www.w3.org/2002/07/owl#Class,time to first malaria diagnosis
http://purl.obolibrary.org/obo/EUPATH_0000751,http://www.w3.org/2002/07/owl#Class,time to reinfection
http://purl.obolibrary.org/obo/EUPATH_0000752,http://www.w3.org/2002/07/owl#Class,gp60 genotype
http://purl.obolibrary.org/obo/EUPATH_0000753,http://www.w3.org/2002/07/owl#Class,specimen collection time in year
http://purl.obolibrary.org/obo/EUPATH_0000754,http://www.w3.org/2002/07/owl#Class,information of blood smear result
http://purl.obolibrary.org/obo/EUPATH_0000755,http://www.w3.org/2002/07/owl#AnnotationProperty,variable
http://purl.obolibrary.org/obo/EUPATH_0000756,http://www.w3.org/2002/07/owl#Class,pathogen organism
http://purl.obolibrary.org/obo/EUPATH_0000757,http://www.w3.org/2002/07/owl#Class,parasite phenotype
http://purl.obolibrary.org/obo/EUPATH_0000758,http://www.w3.org/2002/07/owl#Class,fungal organism genotype information
http://purl.obolibrary.org/obo/EUPATH_0000759,http://www.w3.org/2002/07/owl#Class,fungal strain
http://purl.obolibrary.org/obo/EUPATH_0000760,http://www.w3.org/2002/07/owl#Class,Candida albicans strain
http://purl.obolibrary.org/obo/EUPATH_0000761,http://www.w3.org/2002/07/owl#Class,parasite strain
http://purl.obolibrary.org/obo/EUPATH_0001000,http://www.w3.org/2002/07/owl#AnnotationProperty,colOrder
http://purl.obolibrary.org/obo/EUPATH_0001001,http://www.w3.org/2002/07/owl#AnnotationProperty,dataFile
http://purl.obolibrary.org/obo/EUPATH_0001002,http://www.w3.org/2002/07/owl#AnnotationProperty,category
http://purl.obolibrary.org/obo/EUPATH_0001003,http://www.w3.org/2002/07/owl#AnnotationProperty,codebookDescription
http://purl.obolibrary.org/obo/EUPATH_0001004,http://www.w3.org/2002/07/owl#AnnotationProperty,codebookValues
http://purl.obolibrary.org/obo/EUPATH_0001005,http://www.w3.org/2002/07/owl#AnnotationProperty,multifilter
http://purl.obolibrary.org/obo/EUPATH_0010001,http://www.w3.org/2002/07/owl#Class,antibiotic administration process
http://purl.obolibrary.org/obo/EUPATH_0010024,http://www.w3.org/2002/07/owl#Class,rehydration treatment
http://purl.obolibrary.org/obo/EUPATH_0010032,http://www.w3.org/2002/07/owl#Class,environment associated with human dwelling
http://purl.obolibrary.org/obo/EUPATH_0010039,http://www.w3.org/2002/07/owl#Class,stool collection process
http://purl.obolibrary.org/obo/EUPATH_0010047,http://www.w3.org/2002/07/owl#Class,study center
http://purl.obolibrary.org/obo/EUPATH_0010067,http://www.w3.org/2002/07/owl#Class,place of death
http://purl.obolibrary.org/obo/EUPATH_0010102,http://www.w3.org/2002/07/owl#Class,water container
http://purl.obolibrary.org/obo/EUPATH_0010111,http://www.w3.org/2002/07/owl#Class,chlorine test result
http://purl.obolibrary.org/obo/EUPATH_0010112,http://www.w3.org/2002/07/owl#Class,hand washing location
http://purl.obolibrary.org/obo/EUPATH_0010316,http://www.w3.org/2002/07/owl#Class,stool volume in ml
http://purl.obolibrary.org/obo/EUPATH_0010371,http://www.w3.org/2002/07/owl#Class,breastfeeding process
http://purl.obolibrary.org/obo/EUPATH_0010373,http://www.w3.org/2002/07/owl#Class,child study subject identifier at first enrollment
http://purl.obolibrary.org/obo/FLU_0001025,http://www.w3.org/2002/07/owl#Class,passage history record
http://purl.obolibrary.org/obo/FOODON_00001287,http://www.w3.org/2002/07/owl#Class,mushroom (food source)
http://purl.obolibrary.org/obo/FOODON_03303130,http://www.w3.org/2002/07/owl#Class,infant formula
http://purl.obolibrary.org/obo/FOODON_03412974,http://www.w3.org/2002/07/owl#Class,liquid (food source)
http://purl.obolibrary.org/obo/FOODON_03430151,http://www.w3.org/2002/07/owl#Class,food (solid)
