ID,LABEL,SubClass Of [NAMED],alternative term,definition,definition source,term editor,term tracker item,term replaced by,ontology term requester,editor note,deprecated,sourced by VectorBase ID,Source,SubClass Of [ANON],Equivalent Class,OBO ontologies?,JZ comment,JJ comment
EUPATH:0010390,information on diarrhea treatment in health care facility,treatment information,Diarrhea treatment given in health center,An information content entity that is about a treatment for diarrhea that is administered in a health care facility,EuPathDB,Person: John Judkins,,,,,,,,mentions some (treatment and (realizes some ('participant under investigation role' and ('role of' some ('human participant under investigation' and ('is bearer of' some diarrhea))))) and ('occurs in' some 'health care facility')),,,"Do we want to make it more general, not limited to participant under invesitigation?",
EUPATH:0000601,information on trimester antibiotics given to mom,treatment information,,an information content entity that specifies the trimester of a pregnancy for which a mother receives an antimicrobial agent,EuPathDB,Person: John Judkins,,,,,,,,,,,,
EUPATH:0000599,information on whether antibiotics given to mom,treatment information,,a categorical value specification that specifies whether a mother received an antimicrobial agent,EuPathDB,Person: John Judkins,,,,,,,,'part of' some 'clinical history',,,,
EUPATH:0000428,information on whether antimalarial drug treated last year,treatment information,,An information content entity about whether antimalarial drug treated last year,,,,,,,,,,,,,,
EUPATH:0000409,information on whether antimalarial drugs taken as advised,treatment information,,a categorical value specification that specifies whether a patient complies with a dose specification that specifies the dose of malaria medication to self-administer,EuPathDB,Person: John Judkins,,,,,,,,,,,,
EUPATH:0023040,information on whether antimalarial treatment initiated,treatment information,Initiated antimalarial treatment,a categorical value specification that specifies whether a human participant under investigation is receiving treatment to alleviate symptoms of malaria,EuPathDB,John Judkins,,,,,,,,,,,,
EUPATH:0023046,information on whether fifth antimalarial taken,treatment information,Take fifth antimalarial medication,a categorical value specification that specifies whether a human participant under investigation was administered malaria medication a fifth time while in hospital,EuPathDB,John Judkins,,,,,,,,,,,,
EUPATH:0023045,information on whether fourth antimalarial taken,treatment information,Take fourth antimalarial medication,a categorical value specification that specifies whether a human participant under investigation was administered malaria medication a fourth time while in hospital,EuPathDB,John Judkins,,,,,,,,,,,,
EUPATH:0023012,information on whether second antimalarial taken,treatment information,Take second antimalarial medication,a categorical value specification that specifies whether a human participant under investigation was administered malaria medication a second time while in hospital,EuPathDB,John Judkins,,,,,,,,,,,,
EUPATH:0023024,information on whether third antimalarial taken,treatment information,Take third antimalarial medication,a categorical value specification that specifies whether a human participant under investigation was administered malaria medication a third time while in hospital,EuPathDB,John Judkins,,,,,,,,,,,,
EUPATH:0000410,information on whether took antimalarial drugs in last 2 weeks,treatment information,,an information content entity that specifies whether a participant under investigation self-administered antimalarial drugs in the past 2 weeks,EuPathDB,Person: John Judkins,,,,,,,,,,,,
EUPATH:0010040,information specifying antibiotic administered before stool collection,treatment information,Antibiotic administered before stool collection,"an information content entity that specifies an antibiotic that is administered to a human participant under investigation, which precedes stool collection from the participant",EuPathDB,Person: John Judkins,,,,,,,,,,,,
EUPATH:0021025,information specifying fever self-treated in past 2 weeks,treatment information,(Fever treatment location) Self-treated,"an information content entity that is about a human participant under investigation and specifies that the participant received treatment, for a fever, that was self-provided within the past two weeks",EuPathDB,John Judkins,,,,,,,,,,,,
EUPATH:0021023,information specifying fever treated at clinic in past 2 weeks,treatment information,Clinic,"an information content entity that is about a human participant under investigation and specifies that the participant received treatment, for a fever, that was provided at a clinic within the past two weeks",EuPathDB,John Judkins,,,,,,,,,,,,
EUPATH:0021024,information specifying fever treated by private practicioner in past 2 weeks,treatment information,Private practice,"an information content entity that is about a human participant under investigation and specifies that the participant received treatment, for a fever, that was provided by a self-employed health care provider within the past two weeks",EuPathDB,John Judkins,,,,,,,,,,,,
EUPATH:0000443,take fever suppressant information,treatment information,,An information content entity that is about whether a person take fever suppressant.,,,,,,,,,,,,,,
EUPATH:0000291,treatment outcome information,treatment information,treatment outcome,"an information content entity that describes the success, failure, or indeterminacy of a treatment",EuPathDB,Person: John Judkins,,,,,,,,'is about' some treatment,,,,
EUPATH:0000631,information on whether skin lesion cured after treatment,treatment outcome information,,treatment outcome information that specifies whether the treatment of a skin lesion was successful,EuPathDB,Person: John Judkins,,,,,,,,,,,,
EUPATH:0000449,visited village name,village name,,A village name denote a geographic location that a person has visited.,,,,,,,,,,,,,,
EUPATH:0000018,air brick,wall brick,,A brick with holes which is embedded in a wall to allow ventilation through it.,Penn Group|http://en.wiktionary.org/wiki/air_brick,"Person:  Jie Zheng, Chris Stoeckert",,,,,,,PRISM,,,ENVO,,This should be revised as a travel information term.
EUPATH:0022002,external wall material,wall material,External wall material,a wall material used to build an exterior wall,EuPathDB,John Judkins,,,,,,,,,,,,
EUPATH:0022003,internal wall material,wall material,Internal wall material,a wall material used to build a wall between rooms,EuPathDB,John Judkins,,,,,,,,,,,,
EUPATH:0000498,obsolete_16S rRNA gene region for sequencing,,,A region of the 16S rRNA gene that was PCR amplified and sequenced.,,"Person: Daniel Beiting, Jie Zheng",,,,replaced by: SO_0001000: rRNA_16S,TRUE,,microbiome,,,,,
EUPATH:0043037,obsolete_adult arthropod specimen collection process,,collection of adults,A live arthropod specimen collection process in which the arthropods are in the adult stage.,,,,OBI:0002904,,,TRUE,MIRO:30000052,,,,,,
EUPATH:0000332,obsolete_Amazonia data dictionary label (en),,,,,,,,,,TRUE,,,,,,,
EUPATH:0000263,obsolete_Amazonia data dictionary label (es),,,,,,,,,,TRUE,,,,,,,
EUPATH:0000269,obsolete_Amazonia description,,,,,,,,,,TRUE,,,,,,,
EUPATH:0000264,obsolete_Amazonia preferred label (en),,,,,,,,,,TRUE,,,,,,,
EUPATH:0000265,obsolete_Amazonia preferred label (es),,,,,,,,,,TRUE,,,,,,,
EUPATH:0043038,obsolete_animal-biting arthropod specimen collection by aspiration,,animal biting catch,An arthropod specimen collection by aspiration that occurs while the arthropod is biting an animal.,,,,OBI:0002905,,,TRUE,MIRO:30000012,,,,,,
EUPATH:0043043,obsolete_animal-biting outdoor arthropod specimen collection by aspiration,,animal biting catch - outdoors,An animal-biting arthropod specimen collection by aspiration that occurs outside a building.,,,,OBI:0002906,,,TRUE,MIRO:30000014,,,,,,
EUPATH:0000686,obsolete_antimalarial,,,,,,,,,,TRUE,,,,,,,
EUPATH:0043045,obsolete_aquatic arthropod specimen collection process,,aquatic environment catch,An arthropod specimen collection process that has the objective of collecting mosquitoes from an aquatic environment.,,,,OBI:0002907,,,TRUE,MIRO:30000048,,,,,,
EUPATH:0043034,obsolete_arthropod resting in animal house specimen collection by aspiration,,animal shed resting catch,An arthropod specimen collection by aspiration that catches specimens resting inside an animal house.,,,,OBI:0002908,,,TRUE,MIRO:30000027,,,,,,
EUPATH:0043039,obsolete_arthropod resting outdoors on artificial support specimen collection by aspiration,,outdoors shelter catch - artificial,An arthropod resting outdoors specimen collection by aspiration that occurs while the arthropod rests on a processed material such as a wall or furniture.,,,,OBI:0002909,,,TRUE,MIRO:30000026,,,,,,
EUPATH:0043044,obsolete_arthropod resting outdoors on natural support specimen collection by aspiration,,outdoors shelter catch - natural,An arthropod resting outdoors specimen collection by aspiration that occurs while the arthropod rests on an unprocessed material such as a plant.,,,,OBI:0002910,,,TRUE,MIRO:30000025,,,,,,
EUPATH:0043035,obsolete_arthropod resting outdoors specimen collection by aspiration,,outdoors shelter catch,An animal-biting arthropod specimen collection by aspiration that occurs while the arthropod is resting outside a building during a period of inactivity.,,,,OBI:0002911,,,TRUE,MIRO:30000024,,,,,,
EUPATH:0043033,obsolete_arthropod specimen collection by aspiration,,catch by aspiration,"A live arthropod specimen collection process that involves the use of an aspirator, a device which is brought to an arthropod and causes the arthropod to be drawn by suction into a container.",Wikipedia,,,OBI:0002912,,,TRUE,MIRO:30000043,,,,,,
EUPATH:0043042,obsolete_arthropod specimen collection process,,collection of arthropods|field population catch,A specimen collection process that has the objective of collecting arthropods as specimens.,,,,OBI:0002913,,,TRUE,MIRO:30000044|VSMO:0001445,,,,,,
EUPATH:0043041,obsolete_arthropod trap,,trap catch,A device designed to catch arthropods.,,,,OBI:0002920,,,TRUE,MIRO:30000011,,,,,,
EUPATH:0043017,obsolete_artificial pit shelter,,artificial pit shelter,"An arthropod trap, consisting of a pit dug under the shelter of a plant, designed to provide a space for arthropods to rest and be collected.",,,,OBI:0002921,,,TRUE,IRO:0000005,,,,,,
EUPATH:0000454,obsolete_average mapping coverage,,,,,,,,,deprecated in favor of GENEPIO_0000092 'read coverage',TRUE,,,,,,,
EUPATH:0000457,obsolete_average read length,,,,,,,,,"was EuPathDB/PlasmoDB term, no longer used",TRUE,,,,,,,
EUPATH:0043058,obsolete_baited net trap,,,"An arthropod trap designed to work with an animal (which could be human) inside a netted structure. This structure is designed so that an arthropod, attracted by the animal, can fly into the netted structure but can neither escape nor reach the animal.",,,,OBI:0002922,,,TRUE,,,,,,,
EUPATH:0043012,obsolete_barrier trap,,barrier catch,An arthropod trap consisting of a static physical barrier designed to funnel arthropods in flight into a container.,,,,OBI:0002923,,,TRUE,IRO:0000017,,,,,,
EUPATH:0000397,obsolete_bed net treatment information,,,,,,,,,"was in ICEMR Amazonia, no longer used",TRUE,,,,,,,
EUPATH:0043009,obsolete_BG-Counter,,BG-Counter trap catch,"A device manufactured by BioGents that is designed to count mosquitoes passing through the device, differentiating the mosquitoes from other arthropods.",,,,OBI:0002924,,,TRUE,IRO:0000143,,,,,,
EUPATH:0043011,obsolete_BG-Sentinel trap,,BG-Sentinal trap catch,"An arthropod trap that is manufactured by Biogents and is designed to attract arthropods through the use of a motorized fan to mimic convection currents produced by a human. The current also pulls arthropods into the trap, where a layer of gauze prevents the arthropods from escaping along with the air current.",,,,OBI:0002925,,,TRUE,IRO:0000028|VSMO:0001906,,,,,,
EUPATH:0043063,obsolete_BioGents,,,,,,,OBI:0002903,,An organization that manufactures mosquito traps and other mosquito control products.,TRUE,,,,,,,
EUPATH:0000402,obsolete_blood pressure measurement datum,,,,,,,,,no longer used,TRUE,,,,,,,
EUPATH:0000500,obsolete_bronchial wash specimen,,,,,,,,,"was EuPathDB/PlasmoDB term, no longer used",TRUE,,,,,,,
EUPATH:0000501,obsolete_bronchoalveolar lavage fluid specimen,,,,,,,,,"was EuPathDB/PlasmoDB term, no longer used",TRUE,,,,,,,
EUPATH:0000482,obsolete_Candida albicans strain 12C,,,,https://www.beiresources.org/Catalog/Fungi/NR-29444.aspx,,,,,"was in EuPathDB/PlasmoDB, no longer used",TRUE,,,,,,,
EUPATH:0000554,obsolete_Candida albicans strain 19F,,,,https://www.beiresources.org/Catalog/Fungi/NR-29449.aspx,,,,,"was in EuPathDB/PlasmoDB, no longer used",TRUE,,,,,,,
EUPATH:0000566,obsolete_Candida albicans strain GC75,,,,https://www.beiresources.org/Catalog/Fungi/NR-29452.aspx,,,,,"was in EuPathDB/PlasmoDB, no longer used",TRUE,,,,,,,
EUPATH:0000483,obsolete_Candida albicans strain L26,,,,https://www.beiresources.org/Catalog/Fungi/NR-29445.aspx,,,,,"was in EuPathDB/PlasmoDB, no longer used",TRUE,,,,,,,
EUPATH:0000564,obsolete_Candida albicans strain P34048,,,,https://www.beiresources.org/Catalog/Fungi/NR-29436.aspx,,,,,"was in EuPathDB/PlasmoDB, no longer used",TRUE,,,,,,,
EUPATH:0000517,obsolete_Candida albicans strain P37005,,,,https://www.beiresources.org/Catalog/Fungi/NR-29447.aspx,,,,,"was in EuPathDB/PlasmoDB, no longer used",TRUE,,,,,,,
EUPATH:0000556,obsolete_Candida albicans strain P37037,,,,https://www.beiresources.org/Catalog/Fungi/NR-29450.aspx,,,,,"was in EuPathDB/PlasmoDB, no longer used",TRUE,,,,,,,
EUPATH:0000557,obsolete_Candida albicans strain P37039,,,,https://www.beiresources.org/Catalog/Fungi/NR-29451.aspx,,,,,"was in EuPathDB/PlasmoDB, no longer used",TRUE,,,,,,,
EUPATH:0000562,obsolete_Candida albicans strain P57055,,,,https://www.beiresources.org/Catalog/Fungi/NR-29439.aspx,,,,,"was in EuPathDB/PlasmoDB, no longer used",TRUE,,,,,,,
EUPATH:0000559,obsolete_Candida albicans strain P57072,,,,https://www.beiresources.org/Catalog/Fungi/NR-29435.aspx,,,,,"was in EuPathDB/PlasmoDB, no longer used",TRUE,,,,,,,
EUPATH:0000570,obsolete_Candida albicans strain P60002,,,,https://www.beiresources.org/Catalog/Fungi/NR-29448.aspx,,,,,"was in EuPathDB/PlasmoDB, no longer used",TRUE,,,,,,,
EUPATH:0000571,obsolete_Candida albicans strain P75010,,,,https://www.beiresources.org/Catalog/Fungi/NR-29437.aspx,,,,,"was EuPathDB/PlasmoDB term, no longer used",TRUE,,,,,,,
EUPATH:0000567,obsolete_Candida albicans strain P75016,,,,https://www.beiresources.org/Catalog/Fungi/NR-29438.aspx,,,,,"was in EuPathDB/PlasmoDB, no longer used",TRUE,,,,,,,
EUPATH:0000568,obsolete_Candida albicans strain P75063,,,,https://www.beiresources.org/Catalog/Fungi/NR-29440.aspx,,,,,"was in EuPathDB/PlasmoDB, no longer used",TRUE,,,,,,,
EUPATH:0000560,obsolete_Candida albicans strain P76055,,,,https://www.beiresources.org/Catalog/Fungi/NR-29441.aspx,,,,,"was in EuPath/PlasmoDB, no longer used",TRUE,,,,,,,
EUPATH:0000561,obsolete_Candida albicans strain P76067,,,,https://www.beiresources.org/Catalog/Fungi/NR-29442.aspx,,,,,"was EuPathDB/PlasmoDB term, no longer used",TRUE,,,,,,,
EUPATH:0000563,obsolete_Candida albicans strain P78042,,,,https://www.beiresources.org/Catalog/Fungi/NR-29443.aspx,,,,,"was in EuPathDB/PlasmoDB, no longer used",TRUE,,,,,,,
EUPATH:0000555,obsolete_Candida albicans strain P78048,,,,https://www.beiresources.org/Catalog/Fungi/NR-29434.aspx,,,,,"was in EuPathDB/PlasmoDB, no longer used",TRUE,,,,,,,
EUPATH:0000565,obsolete_Candida albicans strain P87,,,,https://www.beiresources.org/Catalog/Fungi/NR-29453.aspx,,,,,"was in EuPathDB/PlasmoDB, no longer used",TRUE,,,,,,,
EUPATH:0000569,obsolete_Candida albicans strain P94015,,,,https://www.beiresources.org/Catalog/Fungi/NR-29446.aspx,,,,,"was in EuPathDB/PlasmoDB, no longer used",TRUE,,,,,,,
EUPATH:0000558,obsolete_Candida albicans strain SC5314,,,,,,,,,"was in EuPathDB/PlasmoDB, no longer used",TRUE,,,,,,,
EUPATH:0000055,obsolete_CDC light trap assay,,,,,,,,,"was ICEMR PRISM, no longer used",TRUE,,,,,,,
EUPATH:0043010,obsolete_Centers for Disease Control and Prevention light trap,,CDC light trap catch,A light trap that is designed to use motorized suction to trap arthropods in a collection bag once they approach the light attractant. This trap is also designed to be lightweight and operate in environments in which electricity may be scarce.,,,,OBI:0002926,,,TRUE,IRO:0000163,,,,,,
EUPATH:0000280,obsolete_chloroquine resistant,,,,,,,,,"was in EuPathDB/PlasmoDB, no longer used",TRUE,,,,,,,
EUPATH:0000405,obsolete_clinic organization,,,an organization that administrates a medical care center that provides healthcare services on an outpatient basis,,Person: John Judkins,,,,,TRUE,,,,,,,
EUPATH:0000064,obsolete_clinical characteristics,,,A dependent continuant which is either disease or phenotypic abnormality.,,,,,,,TRUE,,,,,,,
EUPATH:0000049,obsolete_clinical visit,,,A planned process in which a patient is seen by a medical practitioner.,Penn Group,"Person:  Jie Zheng, Chris Stoeckert",,,,replaced with OGMS:0000097,TRUE,,PRISM,,,,,
EUPATH:0000328,obsolete_clinical visit information,,,,,,,,,"was ICEMR PRISM, no longer used",TRUE,,,,,,,
EUPATH:0000017,obsolete_closed eaves,,,,,,,,,"was ICEMR PRISM household, no longer used",TRUE,,,,,,,
EUPATH:0000032,obsolete_date of birth,,,,,,,,,replaced by EFO_0004950: date of birth,TRUE,,,,,,,
EUPATH:0000384,obsolete_days of travel,,,,,,,,,"was ICEMR Amazonia, no longer used",TRUE,,,,,,,
EUPATH:0000041,obsolete_diagnosis of complicated malaria with high parasite density,,,,,,,,,"was ICEMR PRISM observation, no longer used",TRUE,,,,,,,
EUPATH:0043052,obsolete_dipper for arthropod immatures,,collection of larvae from dippers|collection of pupae from dippers|dipper for immatures,A device that is designed for the collection of arthropod larvae or pupae from water and has the shape of a ladle or a pan.,,,,OBI:0002927,,,TRUE,MIRO:30000063|MIRO:30000064|VSMO:0001479,,,,,,
EUPATH:0000259,obsolete_drinking water from freshwater spring,,,,,,,,,"from ClinEpi household, no longer used",TRUE,,,,,,,
EUPATH:0000258,obsolete_drinking water from protected public well,,,,,,,,,"was ClinEpi household, no longer used",TRUE,,,,,,,
EUPATH:0000260,obsolete_drinking water from protected well in yard,,,,,,,,,"ClinEpi household, no longer used",TRUE,,,,,,,
EUPATH:0000262,obsolete_drinking water from water truck,,,,,,,,,"was ICEMR PRISM household, no longer used",TRUE,,,,,,,
EUPATH:0000002,obsolete_dwelling,,,"A material entity for accommodation, such as a building, part of a building, caravan, houseboat or other mobile home. A tent is not normally considered to be substantial.",Penn Group|http://en.wikipedia.org/wiki/Dwelling,"Person:  Jie Zheng, Chris Stoeckert",,,,FALSE,TRUE,,PRISM,,,,,
EUPATH:0000103,obsolete_dwelling ventilation function,,,,,,,,,"was in ICEMR, no longer used",TRUE,,,,,,,
EUPATH:0000292,obsolete_early treatment failure,,ETF,,,,,,,"was in EuPathDB/PlasmoDB, no longer used",TRUE,,,,,,,
EUPATH:0000015,obsolete_eaves,,,"A processed material that is the bottom edge of a roof.  The primary function of the eaves is to keep rain water off the walls and to prevent the ingress of water at the junction where the roof meets the wall.  The secondary function is to control solar penetration; the eaves overhang can be designed to adjust the building's solar heat gain to suit the local climate, the latitude and orientation of the building, refer to passive solar building design. The eaves overhang may also shelter openings to ventilate the roof space.",Penn Group|http://en.wikipedia.org/wiki/Eaves,"Person:  Jie Zheng, Chris Stoeckert",,,,,TRUE,,PRISM,,,,,
EUPATH:0000345,obsolete_educational level information,,,An information content entity that is about the highest level of schooling that a person has reached.,,,,,,,TRUE,,,,,,,
EUPATH:0000516,obsolete_electrolyte disturbances,,,,,"Person: Jie Zheng, Chris Stoeckert, John Judkins",,,,deprecated in favor of HP_0003111 'Abnormality of ion homeostasis',TRUE,,,,,,,
EUPATH:0043008,obsolete_encephalitis virus surveillance trap,,EVS light trap|EVS trap catch,"A light trap that uses carbon dioxide as attractant. The trap consists of a container of dry ice with holes in the bottom to allow the carbon dioxide to flow downward into a separate container, in which a motorized fan creates suction to collect arthropods.",,,,OBI:0002928,,,TRUE,IRO:0000029|VSMO:0001295,,,,,,
EUPATH:0000470,obsolete_first strand non unique unstranded unique average mapping coverage,,,,,,,,,"was EuPathDB/PlasmoDB term, no longer used",TRUE,,,,,,,
EUPATH:0000473,obsolete_first strand non unique unstranded unique average read length,,,,,,,,,"was EuPathDB/PlasmoDB term, no longer used",TRUE,,,,,,,
EUPATH:0000472,obsolete_first strand non unique unstranded unique number mapped reads,,,,,,,,,"was EuPathDB/PlasmoDB term, no longer used",TRUE,,,,,,,
EUPATH:0000471,obsolete_first strand non unique unstranded unique proportion mapped reads,,,,,,,,,"was EuPathDB/PlasmoDB term, no longer used",TRUE,,,,,,,
EUPATH:0000466,obsolete_first strand unique average mapping coverage,,,,,,,,,"was in EuPathDB/PlasmoDB, no longer used",TRUE,,,,,,,
EUPATH:0000469,obsolete_first strand unique average read length,,,,,,,,,"was in EuPathDB/PlasmoDB, no longer used",TRUE,,,,,,,
EUPATH:0000468,obsolete_first strand unique number mapped reads,,,,,,,,,"was in EuPathDB/PlasmoDB, no longer used",TRUE,,,,,,,
EUPATH:0000467,obsolete_first strand unique proportion mapped reads,,,,,,,,,"was in EuPathDB/PlasmoDB, no longer used",TRUE,,,,,,,
EUPATH:0000368,obsolete_garbage disposal,,,An environmental feature for disposing garbage.,,,,replaced with ENVO_01001260,,,TRUE,,,,,,,
EUPATH:0000573,obsolete_genetic clade of organism,,,,,,,,,deprecated in favor of APOLLO_SV_00000232 'clade name',TRUE,,,,,,,
EUPATH:0043007,obsolete_gravid trap,,gravid trap catch,An arthropod trap that is designed to collect gravid female arthropods or their eggs.,,,,OBI:0002929,,,TRUE,IRO:0000030,,,,,,
EUPATH:0000061,obsolete_has active ingredient,,,A relation between a drug product and (one of) its active ingredient.,,,,,,replaced with RO:0002248,TRUE,,,,,,,
EUPATH:0000299,obsolete_have a subsequent P. vivax infection,,VIVAX,,,,,,,"was ICEMR Amazonia, no longer used",TRUE,,,,,,,
EUPATH:0000416,obsolete_hospital registration number,,,,,,,,,"was ICEMR Amazonia, no longer used",TRUE,,,,,,,
EUPATH:0000340,obsolete_human traveling information,,,An information content entity that is about human traveling.,,,,,,replaced with OMRSE:00000142,TRUE,,,,,,,
EUPATH:0043029,obsolete_human-biting arthropod specimen collection by aspiration,,man biting catch,An arthropod specimen collection by aspiration that occurs while the arthropod is biting a human.,,,,OBI:0002914,,,TRUE,MIRO:30000017,,,,,,
EUPATH:0043031,obsolete_human-biting indoor arthropod specimen collection by aspiration,,man biting catch - indoors,An arthropod specimen collection by aspiration that occurs while the arthropod is biting a human inside a building.,,,,OBI:0002915,,,TRUE,MIRO:30000019,,,,,,
EUPATH:0043032,obsolete_human-biting outdoor arthropod specimen collection by aspiration,,man biting catch - outdoors,An arthropod specimen collection by aspiration designed to catch specimens that are in the process of biting a human outside a building.,,,,OBI:0002916,,,TRUE,MIRO:30000018,,,,,,
EUPATH:0000329,obsolete_Indian data dictionary label (en),,,,,,,,,,TRUE,,,,,,,
EUPATH:0000331,obsolete_Indian description,,,,,,,,,,TRUE,,,,,,,
EUPATH:0000330,obsolete_Indian preferred label (en),,,,,,,,,,TRUE,,,,,,,
EUPATH:0000594,obsolete_information of specimen obtained from the mother or chid,,,,,,,,,same as EUPATH_0000496,TRUE,,,,,,,
EUPATH:0000404,obsolete_information of whether a census form filled at enrollment,,,,,,,,,no longer used,TRUE,,,,,,,
EUPATH:0000415,obsolete_information of whether a person is family head,,,,,,,,,"was ICEMR Amazonia, no longer used",TRUE,,,,,,,
EUPATH:0000394,obsolete_information of whether address has changed,,,,,,,,,"was ICEMR Amazonia, no longer used",TRUE,,,,,,,
EUPATH:0000373,obsolete_information of whether malaria medication is given,,,,,,,,,"was in ICEMR Amazonia, no longer used",TRUE,,,,,,,
EUPATH:0000385,obsolete_information of whether ship is taken during a trip,,,,,,,,,"was in ICEMR Amazonia, no longer used",TRUE,,,,,,,
EUPATH:0000488,obsolete_information on blood smear not performed,,,An information content entity is about blood smear not performed.,,"Person: Jie Zheng, Grant Dorsey",,,,,TRUE,,PRISM,,,,,
EUPATH:0043024,obsolete_knockdown arthropod specimen collection by pyrethrum spray,,pyrethrum spray catch,A knockdown arthropod specimen collection process in which the pesticide is pyrethrum.,,,,OBI:0002917,,,TRUE,MIRO:30000023,,,,,,
EUPATH:0043020,obsolete_knockdown arthropod specimen collection process,,knockdown collection,"An arthropod specimen collection process that involves exposing arthropods to pesticide, then collecting them once they become dead or immobilized.","38th Report East Malling Research Station 1949-50 , 1951, p.148",,,OBI:0002918,,,TRUE,IRO:0000014,,,,,,
EUPATH:0000293,obsolete_late clinical failure,,LCF,,,,,,,"was in EuPathDB/PlasmoDB, no longer used",TRUE,,,,,,,
EUPATH:0000294,obsolete_late failure,,LF,,,,,,,"Shannon Takala Harrison:  Also not sure about LF, it could either be late failure or lost to follow-up. 
Term need for annotation NIH-10K experiment, treatment outcome|was in EuPathDB/PlasmoDB, no longer used",TRUE,,,,,,,
EUPATH:0000296,obsolete_late parasitological failure,,LPF,,,,,,,"was in EuPathDB/PlasmoDB, no longer used",TRUE,,,,,,,
EUPATH:0000297,obsolete_Late Treatment Failure,,LTF,,,,,,,"was in EuPathDB/PlasmoDB, no longer used",TRUE,,,,,,,
EUPATH:0000511,obsolete_lesion on arm specimen,,,,,,,,,"was in EuPathDB/PlasmoDB, no longer used",TRUE,,,,,,,
EUPATH:0043025,obsolete_light trap,,light trap catch,An arthropod trap that uses light as an attractant.,,,,OBI:0002930,,,TRUE,MIRO:30000065,,,,,,
EUPATH:0043023,obsolete_light trap for indoor use,,indoor light trap catch,A light trap designed to be placed inside a building.,,,,OBI:0002931,,,TRUE,MIRO:30000009,,,,,,
EUPATH:0043040,obsolete_light trap for outdoor use,,outdoor light trap catch,A light trap designed to be placed outside a building.,,,,OBI:0002932,,,TRUE,MIRO:30000010,,,,,,
EUPATH:0000024,obsolete_lighting material,,,A material entity that consists of an energy source for lighting.,PRISM|Penn Group,"Person:  Jie Zheng, Chris Stoeckert",,,,,TRUE,,PRISM,,,,,
EUPATH:0043026,obsolete_live arthropod specimen collection process,,catch of live specimens,An arthropod specimen collection process meant to collect live specimens.,,,,OBI:0002919,,,TRUE,MIRO:30000045,,,,,,
EUPATH:0000188,obsolete_location of clinical visit,,,A material entity where a clinical visit took place.,Penn Group,"Person:  Jie Zheng, Chris Stoeckert, David Roos, Grant Dorsey",,OMRSE:00000102,,,TRUE,,PRISM,,,,,
EUPATH:0000295,obsolete_lost to follow-up,,LOSS,,,,,,,"Shannon Takala Harrison: LOSS probably also means the patient was lost to follow-up. 
Term need for annotation NIH-10K experiment, treatment outcome|no longer used",TRUE,,,,,,,
EUPATH:0000502,obsolete_lung aspirate specimen,,,,,,,,,"was EuPathDB/PlasmoDB term, no longer used",TRUE,,,,,,,
EUPATH:0000503,obsolete_lung lesion specimen,,,,,,,,,"was EuPathDB/PlasmoDB term, no longer used",TRUE,,,,,,,
EUPATH:0000504,obsolete_lung mold bronch specimen,,,,,,,,,"was in EuPathDB/PlasmoDB, no longer used",TRUE,,,,,,,
EUPATH:0000505,obsolete_lung nodule specimen,,,,,,,,,"was in EuPathDB/PlasmoDB, no longer used",TRUE,,,,,,,
EUPATH:0000044,obsolete_manifestation of,,,,,,,,,,TRUE,,,,,,,
EUPATH:0000005,obsolete_material may be used for,,,,,,,,,no longer in use,TRUE,,,,,,,
EUPATH:0000057,obsolete_medication material,,,A material entity that is bearer of a medication role.,Penn Group,"Person:  Jie Zheng, Chris Stoeckert",,,,replaced by OBIB_0000029:medication material,TRUE,,,,,,,
EUPATH:0000013,obsolete_modern house,,,,,,,,,"was ICEMR household, no longer used",TRUE,,,,,,,
EUPATH:0043019,obsolete_Mosquito Magnet trap,,mosquito magnet pro catch,"An arthropod trap that is powered by propane and is designed to emit a combination of carbon dioxide, heat, water, and oct-1-en-3-ol attractants while simultaneously using suction to trap arthropods.",,,,OBI:0002933,,,TRUE,IRO:0000022,,,,,,
EUPATH:0043021,obsolete_MosquiTRAP,,MosquiTRAP catch,A gravid trap consisting of an arthropod attractant and adhesive surface.,,,,OBI:0002934,,,TRUE,IRO:0000140,,,,,,
EUPATH:0000252,obsolete_Muscle aches,,,Pain perceived to originate in the muscle.,PRISM,,,,,replaced by HP:0003326,TRUE,,PRISM,,,,,
EUPATH:0043006,obsolete_New Jersey light trap,,new jersey trap catch,A light trap that is designed to use motorized suction to trap arthropods in a collection bag once they approach the light attractant.,Cire. N. J. agrie. Exp. Stn. 1942 No.421 pp.8,,,OBI:0002935,,,TRUE,IRO:0000031,,,,,,
EUPATH:0000574,obsolete_NLST Clade of organism,,,,,,,,,"was EuPathDB/PlasmoDB term, no longer used",TRUE,,,,,,,
EUPATH:0000288,obsolete_no malaria parasite infection diagnosis,,,,,,,,,"was ICEMR PRISM observation, no longer used",TRUE,,,,,,,
EUPATH:0000456,obsolete_number mapped reads,,,,,,,,,"was in EuPathDB/PlasmoDB, no longer used",TRUE,,,,,,,
EUPATH:0000510,obsolete_number of bases,,,,,,,,,"was in EuPathDB/PlasmoDB, no longer used",TRUE,,,,,,,
EUPATH:0000508,obsolete_number of contigs,,,,,,,,,"was in EuPathDB/PlasmoDB, no longer used",TRUE,,,,,,,
EUPATH:0000509,obsolete_number of genes called,,,,,,,,,"was EuPathDB/PlasmoDB term, no longer used",TRUE,,,,,,,
