ID	LABEL	Type	contributor	example of usage	definition	editor note	term editor	alternative label	definition source	term tracker item	ontology term requester	comment	
EUPATH:0033361	presence of Enterovirus in lung	Class			A virus in lung datum that specifies whether Enterovirus was detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0033362	presence of Gammainfluenzavirus in lung	Class			A virus in lung datum that specifies whether Gammainfluenzavirus was detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0033363	presence of Metapneumovirus in lung	Class			A virus in lung datum that specifies whether Metapneumovirus was detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0033364	presence of Orthopneumovirus in lung	Class			A virus in lung datum that specifies whether Orthopneumovirus was detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0033365	presence of Respirovirus in lung	Class			A virus in lung datum that specifies whether Respirovirus was detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0033370	presence of Alphacoronavirus in lung	Class			A virus in lung datum that specifies whether Alphacoronavirus was detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0033371	presence of Betacoronavirus in lung	Class			A virus in lung datum that specifies whether Betacoronavirus was detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0036029	presence of Cytomegalovirus in blood	Class			A virus in blood datum that specifies whether Cytomegalovirus was detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0036059	presence of Ascaris in feces by microscopy assay	Class			A eukaryota in feces datum that specifies whether Ascaris was detected by microscopy assay.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0036060	presence of Blastocystis hominis in feces by microscopy assay	Class			A eukaryota in feces datum that specifies whether Blastocystis hominis was detected by microscopy assay.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0036062	presence of Entamoeba histolytica or Entamoeba dispar in feces by microscopy assay	Class			A eukaryota in feces datum that specifies whether Entamoeba histolytica or Entamoeba dispar was detected by microscopy assay.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0036063	presence of Escherichia coli in feces by microscopy assay	Class			A Escherichia coli in feces datum that specifies whether Escherichia coli was detected by microscopy assay.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0036064	presence of Giardia in feces by microscopy assay	Class			A eukaryota in feces datum that specifies whether Giardia was detected by microscopy assay.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0036069	presence of Pentatrichomonas hominis in feces by microscopy assay	Class			A eukaryota in feces datum that specifies whether Pentatrichomonas hominis was detected by microscopy assay.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0036071	presence of pathogen in feces by microscopy assay	Class			A feces microbiology datum that specifies whether a pathogen was detected by microscopy assay.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0036256	presence of Cytomegalovirus in blood by enzyme-linked immunosorbent assay	Class			A virus in blood datum that specifies whether Cytomegalovirus was detected by enzyme-linked immunosorbent assay.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0036312	presence of Astrovirus in feces by real time polymerase chain reaction assay	Class			A virus in feces datum that specifies whether Astrovirus was detected by real time polymerase chain reaction assay.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0036313	presence of Norovirus in feces by multiplex real time reverse-transcription polymerase chain reaction assay	Class			A virus in feces datum that specifies whether Norovirus was detected by multiplex real time reverse-transcription polymerase chain reaction assay.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0036314	presence of Rotavirus in feces by real time polymerase chain reaction assay	Class			A virus in feces datum that specifies whether Rotavirus was detected by real time polymerase chain reaction assay.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0036315	presence of Sapovirus in feces by real time polymerase chain reaction assay	Class			A virus in feces datum that specifies whether Sapovirus was detected by real time polymerase chain reaction assay.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0036320	presence of Cryptosporidium in feces by real time polymerase chain reaction assay	Class			A eukaryota in feces datum that specifies whether Cryptosporidium was detected by real time polymerase chain reaction assay.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0036321	presence of Entamoeba histolytica in feces by real time polymerase chain reaction assay	Class			A eukaryota in feces datum that specifies whether Entamoeba histolytica was detected by real time polymerase chain reaction assay.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0036322	presence of Giardia in feces by real time polymerase chain reaction assay	Class			A eukaryota in feces datum that specifies whether Giardia was detected by real time polymerase chain reaction assay.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0036328	presence of human Poliovirus 1 strain Sabin in feces by multiplex real time reverse-transcription polymerase chain reaction assay	Class			A virus in feces datum that specifies whether Human poliovirus 1 strain Sabin was detected by multiplex real time reverse-transcription polymerase chain reaction assay.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0036329	presence of human Poliovirus 2 Sabin in feces by multiplex real time reverse-transcription polymerase chain reaction assay	Class			A virus in feces datum that specifies whether Human poliovirus 2 strain Sabin was detected by multiplex real time reverse-transcription polymerase chain reaction assay.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0036330	presence of human Poliovirus 3 Sabin in feces by multiplex real time reverse-transcription polymerase chain reaction assay	Class			A virus in feces datum that specifies whether Human poliovirus 3 strain Sabin was detected by multiplex real time reverse-transcription polymerase chain reaction assay.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0038317	presence of Treponema in blood by venereal disease research laboratory test	Class			A bacteria in blood datum that specifies whether Treponema was detected by venereal disease research laboratory test.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0042070	presence of eukaryote in placental blood	Class			A eukaryota in placental blood datum that specifies whether a eukaryote was detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0042121	presence of Plasmodium in placental blood	Class			A eukaryota in placental blood datum that specifies whether Plasmodium was detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0042122	presence of Plasmodium in placental blood by loop-mediated thermal amplification	Class			A eukaryota in placental blood datum that specifies whether Plasmodium was detected by loop-mediated thermal amplification.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0042123	presence of Plasmodium in placental blood by microscopy assay	Class			A Plasmodium in placental blood by microscopy assay datum that specifies whether Plasmodium was detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0042152	presence of Treponema in blood	Class			A bacteria in blood datum that specifies whether Treponema was detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0042373	presence of Plasmodium in umbilical cord blood by microscopy assay	Class			A eukaryota in umbilical cord blood datum that specifies whether Plasmodium was detected by microscopy assay.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0042376	presence of eukaryote in umbilical cord blood	Class			A eukaryota in umbilical cord blood datum that specifies whether a eukaryote was detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0042377	presence of Plasmodium in umbilical cord blood	Class			A eukaryota in umbilical cord blood datum that specifies whether Plasmodium was detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0044005	presence of Severe acute respiratory syndrome coronavirus 2 in nasopharynx or oropharynx by real time reverse-transcription polymerase chain reaction assay	Class			A virus in nasopharyngeal or oropharyngeal swab datum that specifies whether severe acute respiratory syndrome coronavirus 2 was detected by real time reverse-transcription polymerase chain reaction assay.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0057513	presence of Mycobacterium tuberculosis in cerebrospinal fluid by polymerase chain reaction assay	Class			A cerebrospinal fluid microbiology datum that specifies whether Mycobacterium tuberculosis was detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0057543	presence of Histoplasma capsulatum in urine by polymerase chain reaction assay	Class			A eukaryota in urine datum that specifies whether Histoplasma capsulatum was detected by polymerase chain reaction assay.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0057610	presence of bacteria in cerebrospinal fluid	Class			A cerebrospinal fluid microbiology datum that specifies whether bacteria were detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0057614	presence of bacteria in urine	Class			A urine microbiology datum that specifies whether bacteria were detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0057616	presence of Cryptococcus in blood	Class			A eukaryota in blood datum that specifies whether Cryptococcus was detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0057617	presence of Cryptococcus in cerebrospinal fluid	Class			A cerebrospinal fluid microbiology datum that specifies whether Cryptococcus was detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0057622	presence of eukaryote in cerebrospinal fluid	Class			A cerebrospinal fluid microbiology datum that specifies whether a eukaryote was detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0057627	presence of Histoplasma in blood	Class			A eukaryota in blood datum that specifies whether Histoplasma was detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0057631	presence of Histoplasma in cerebrospinal fluid	Class			A cerebrospinal fluid microbiology datum that specifies whether Histoplasma was detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0057638	presence of Histoplasma in urine	Class			A eukaryota in urine datum that specifies whether Histoplasma was detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0057640	presence of Mycobacterium in blood	Class			A bacteria in blood datum that specifies whether Mycobacterium was detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0057644	presence of Mycobacterium in cerebrospinal fluid	Class			A cerebrospinal fluid microbiology datum that specifies whether Mycobacterium was detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0057651	presence of Mycobacterium in urine	Class			A urine microbiology datum that specifies whether Mycobacterium was detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0032206	presence of Enterococcus faecium in blood	Class			A bacteria in blood datum that specifies whether Enterococcus faecium was detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0032220	presence of Salmonella enterica enterica non-(Typhi or Paratyphi-A) in blood	Class			A bacteria in blood datum that specifies whether Salmonella enterica enterica other than serovars Typhi or Paratyphi A were detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0032219	presence of Salmonella enterica enterica serovar Paratyphi A in blood	Class			A bacteria in blood datum that specifies whether Salmonella enterica enterica serovar Paratyphi A was detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0032221	presence of Salmonella enterica enterica serovar Typhi in blood	Class			A bacteria in blood datum that specifies whether Salmonella enterica enterica serovar Typhi was detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0032218	presence of Pseudomonas aeruginosa in blood	Class			A bacteria in blood datum that specifies whether Pseudomonas aeruginosa was detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0032222	presence of Salmonella unspecified in blood	Class			"A bacteria in blood datum that specifies whether Salmonella was detected, without specifying the taxon further."		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0032207	presence of Escherichia coli in blood	Class			A bacteria in blood datum that specifies whether Escherichia coli was detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0032248	presence of Streptococcus pneumoniae in blood	Class			A bacteria in blood datum that specifies whether Streptococcus pneumoniae was detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0032223	presence of Staphylococcus aureus in blood	Class			A bacteria in blood datum that specifies whether Staphylococcus aureus was detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0032224	presence of Staphylococcus group A in blood	Class			A bacteria in blood datum that specifies whether Staphylococcus group A was detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0032201	presence of Acinetobacter unspecified in blood	Class			"A bacteria in blood datum that specifies whether Acinetobacter was detected, without specifying the taxon further."		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0032212	presence of Haemophilus influenzae in blood	Class			A bacteria in blood datum that specifies whether Haemophilus influenzae was detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0032202	presence of unspecified bacteria in blood	Class			A bacteria in blood datum that specifies whether unspecified bacteria were detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0032213	presence of Klebsiella pneumoniae in blood	Class			A bacteria in blood datum that specifies whether Klebsiella pneumoniae was detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0032214	presence of Moraxella catarrhalis in blood	Class			A bacteria in blood datum that specifies whether Moraxella catarrhalis was detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0032204	presence of Enterobacter cloacae in blood	Class			A bacteria in blood datum that specifies whether Enterobacter cloacae was detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0032215	presence of Neisseria meningitidis in blood	Class			A bacteria in blood datum that specifies whether Neisseria meningitidis was detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0032205	presence of Enterobacteriaceae in blood	Class			A bacteria in blood datum that specifies whether Enterobacteriaceae was detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0015447	presence of Shigella flexneri 3a in feces	Class			A Shigella in feces datum that specifies whether Shigella flexneri 3a was detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0015302	presence of Shigella flexneri 5b in feces	Class			A Shigella in feces datum that specifies whether Shigella flexneri 5b was detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0015448	presence of Shigella flexneri 3b in feces	Class			A Shigella in feces datum that specifies whether Shigella flexneri 3b was detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0015303	presence of Shigella flexneri 6 in feces	Class			A Shigella in feces datum that specifies whether Shigella flexneri 6 was detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0015449	"presence of Shigella flexneri, serovar 3c in feces"	Class			"A Shigella in feces datum that specifies whether Shigella flexneri, serovar 3c was detected."		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0015305	presence of Shigella non-typeable in feces	Class			A Shigella in feces datum that specifies whether Shigella non-typeable was detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0015299	presence of Campylobacter non-(jejuni or coli) in feces	Class			A Campylobacter in feces datum that specifies whether Campylobacter other than coli or jejuni was detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0010789	presence of Plesiomonas shigelloides in feces	Class			A bacteria in feces datum that specifies whether Plesiomonas shigelloides was detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0015306	presence of Vibrio cholerae in feces	Class			A Vibrio in feces datum that specifies whether Vibrio cholerae was detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0010825	presence of Vibrio unspecified in feces	Class			"A Vibrio in feces datum that specifies whether Vibrio was detected, withou specifying the taxon further."		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0015315	presence of Campylobacter coli in feces	Class			"A Campylobacter in feces datum that specifies whether Campylobacter coli was detected, without specifying the taxon further."		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0010603	presence of Aeromonas unspecified in feces	Class			"An Aeromonas in feces datum that specifies whether Aeromonas was detected, without specifying the taxon further."		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0015316	presence of Campylobacter jejuni in feces	Class			A Campylobacter in feces datum that specifies whether Campylobacter jejuni was detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0015320	presence of Shigella boydii in feces	Class			A Shigella in feces datum that specifies whether Shigella boydii was detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0015309	presence of Vibrio cholerae non-(O1 or O139) in feces	Class			A Vibrio in feces datum that specifies whether Vibrio cholerae non-(O1 or O139) was detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0015321	presence of Shigella dysenteriae in feces	Class			A Shigella in feces datum that specifies whether Shigella dysenteriae was detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0010829	presence of Yersinia enterocolitica in feces	Class			A bacteria in feces datum that specifies whether Yersinia enterocolitica was detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0015322	presence of Vibrio parahaemolyticus in feces	Class			A Vibrio in feces datum that specifies whether Vibrio parahaemolyticus was detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0015319	presence of Shigella flexneri in feces	Class			A Shigella in feces datum that specifies whether Shigella flexneri was detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0015323	presence of Shigella sonnei in feces	Class			A Shigella in feces datum that specifies whether Shigella sonnei was detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0015290	presence of Vibrio cholerae O1 in feces	Class			A Vibrio in feces datum that specifies whether Vibrio cholerae O1 was detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0015324	presence of Shigella flexneri 4a in feces	Class			A Shigella in feces datum that specifies whether Shigella flexneri 4a was detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0015291	presence of Vibrio cholerae serotype Inaba in feces	Class			A Vibrio in feces datum that specifies whether Vibrio cholerae serotype Inaba was detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0015325	presence of Shigella flexneri 4c in feces	Class			A Shigella in feces datum that specifies whether Shigella flexneri 4c was detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0010805	presence of Shigella unspecified in feces	Class			"A Shigella in feces datum that specifies whether Shigella was detected, without specifying the taxon further."		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0015443	presence of Shigella flexneri 1a in feces	Class			A Shigella in feces datum that specifies whether Shigella flexneri 1a was detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0010797	presence of Salmonella unspecified in feces	Class			"A Salmonella in feces datum that specifies whether Salmonella was detected, without specifying the taxon further."		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0015292	presence of Vibrio cholerae serotype Ogawa in feces	Class			A Vibrio in feces datum that specifies whether Vibrio cholerae serotype Ogawa was detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0015444	presence of Shigella flexneri 1b in feces	Class			A Shigella in feces datum that specifies whether Shigella flexneri 1b was detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0015293	presence of Vibrio cholerae O139 in feces	Class			A Vibrio in feces datum that specifies whether Vibrio cholerae O139 was detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0015445	presence of Shigella flexneri 2a in feces	Class			A Shigella in feces datum that specifies whether Shigella flexneri 2a was detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0015300	presence of Campylobacter unspecified in feces	Class			"A Campylobacter in feces datum that specifies whether Campylobacter was detected, without specifying the taxon further."		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0015294	presence of Salmonella enterica subsp. enterica serovar Typhi in feces	Class			A Salmonella in feces datum that specifies whether Salmonella enterica subsp. enterica serovar Typhi was detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0015446	presence of Shigella flexneri 2b in feces	Class			A Shigella in feces datum that specifies whether Shigella flexneri 2b was detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0015301	"presence of Shigella flexneri, serovar 4b in feces"	Class			"A Shigella in feces datum that specifies whether Shigella flexneri, serovar 4b was detected."		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0015295	presence of Salmonella enterica enterica other than Typhi	Class			A Salmonella in feces datum that specifies whether Salmonella enterica enterica other than Typhi was detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0015450	presence of Shigella flexneri 7a in feces	Class			A Shigella in feces datum that specifies whether Shigella flexneri 7a was detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0015326	presence of Shigella flexneri 5a in feces	Class			A Shigella in feces datum that specifies whether Shigella flexneri 5a was detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0015327	presence of Shigella flexneri X variant in feces	Class			A Shigella in feces datum that specifies whether Shigella flexneri X variant was detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0015328	presence of Shigella flexneri Y in feces	Class			A Shigella in feces datum that specifies whether Shigella flexneri Y was detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0032293	presence of Cronobacter sakazakii in induced sputum	Class			A Cronobacter sakazakii in induced sputum datum that specifies whether the organism was detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0032365	presence of Salmonella enterica subsp. enterica serovar Typhi in induced sputum	Class			A Salmonella in induced sputum datum that specifies whether Salmonella enterica subsp. enterica serovar Typhi was detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0032325	presence of Haemophilus parainfluenzae in induced sputum	Class			A Haemophilus parainfluenzae in induced sputum datum that specifies whether the organism was detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0032367	presence of Serratia marcescens in induced sputum	Class			A Serratia marcescens in induced sputum datum that specifies whether the organism was detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0032295	presence of Enterobacter asburiae in induced sputum	Class			A Enterobacter asburiae in induced sputum datum that specifies whether the organism was detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0032340	presence of Mixed gram-negative rods in induced sputum	Class			A bacteria in induced sputum datum that specifies whether Mixed gram-negative rods was detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0032287	presence of Coliform bacilli in induced sputum	Class			A bacteria in induced sputum datum that specifies whether Coliform bacilli was detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0032356	presence of Pseudomonas fluorescens in induced sputum	Class			A Pseudomonas fluorescens in induced sputum datum that specifies whether the organism was detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0032327	presence of Haemophilus in induced sputum	Class			A Haemophilus in induced sputum datum that specifies whether the organism was detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0032331	presence of Klebsiella aerogenes in induced sputum	Class			A Klebsiella aerogenes in induced sputum datum that specifies whether the organism was detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0032297	presence of Enterobacter cloacae in induced sputum	Class			A Enterobacter cloacae in induced sputum datum that specifies whether the organism was detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0032301	presence of Enterococcus faecalis in induced sputum	Class			A Enterobacter in induced sputum datum that specifies whether Enterococcus faecalis was detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0032342	presence of Moraxella catarrhalis in induced sputum	Class			A Moraxella catarrhalis in induced sputum datum that specifies whether the organism was detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0032299	presence of Enterobacter in induced sputum	Class			An Enterobacter in induced sputum datum that specifies whether the organism was detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0032319	presence of Haemophilus influenzae in induced sputum	Class			A Haemophilus influenzae in induced sputum datum that specifies whether the organism was detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0032358	presence of Pseudomonas in induced sputum	Class			A Pseudomonas in induced sputum datum that specifies whether the organism was detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0032259	presence of Acinetobacter baumannii in induced sputum	Class			An Acinetobacter baumannii in induced sputum datum that specifies whether the organism was detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0032271	presence of Alpha-Hemolytic Streptococcus in induced sputum	Class			An Alpha-Hemolytic Streptococcus in induced sputum datum that specifies whether the organism was detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0032263	presence of Acinetobacter lwoffii in induced sputum	Class			An Acinetobacter in induced sputum datum that specifies whether Acinetobacter lwoffii was detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0032303	presence of Enterococcus in induced sputum	Class			An Enterococcus in induced sputum datum that specifies whether the organism was detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0032329	presence of Kingella in induced sputum	Class			A Kingella in induced sputum datum that specifies whether the organism was detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0032380	presence of Streptococcus group A in induced sputum	Class			A Streptococcus sp. group A in induced sputum datum that specifies whether the organism was detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0032281	presence of Citrobacter braakii in induced sputum	Class			A Citrobacter braakii in induced sputum datum that specifies whether the organism was detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0032369	presence of Serratia in induced sputum	Class			A Serratia in induced sputum datum that specifies whether the organism was detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0032265	presence of Acinetobacter in induced sputum	Class			An Acinetobacter in induced sputum datum that specifies whether the organism was detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0032382	presence of Streptococcus group C in induced sputum	Class			A Streptococcus sp. group C in induced sputum datum that specifies whether the organism was detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0032283	presence of Citrobacter freundii in induced sputum	Class			A Citrobacter freundii in induced sputum datum that specifies whether the organism was detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0032384	presence of Streptococcus group G in induced sputum	Class			A Streptococcus sp. group G in induced sputum datum that specifies whether the organism was detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0032333	presence of Klebsiella oxytoca in induced sputum	Class			A Klebsiella oxytoca in induced sputum datum that specifies whether the organism was detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0032374	presence of Staphylococcus epidermidis in induced sputum	Class			A Staphylococcus epidermidis in induced sputum datum that specifies whether the organism was detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0032275	presence of Beta-Hemolytic Streptococcus in induced sputum	Class			A Beta-Hemolytic Streptococcus in induced sputum datum that specifies whether the organism was detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0032267	presence of Aeromonas hydrophila in induced sputum	Class			An Aeromonas hydrophila in induced sputum datum that specifies whether the organism was detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
